"CustomerId","Name","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"C15679733","Kavita Singh","796","Germany","Male","40","2","113228.38","2","1","1","46415.09","0"
"C15759274","Shiva Chopra","447","France","Female","32","10","0.0","1","1","1","151815.76","0"
"C15607748","Harish Singh","498","Germany","Male","37","8","108432.88","2","1","1","14865.05","0"
"C15607577","Harish Reddy","663","Spain","Male","27","8","0.0","1","1","1","188007.99","0"
"C15813697","Amit Pandey","498","Germany","Female","44","2","120702.67","2","1","1","98175.74","0"
"C15801125","Ramesh Nair","627","France","Female","32","1","0.0","1","1","0","106851.7","0"
"C15777855","Priya Bajpai","649","France","Male","45","7","0.0","2","0","1","75204.21","0"
"C15635396","Priya Bose","738","Germany","Female","29","9","139106.19","1","1","0","141872.05","1"
"C15698031","Kavita Singh","587","Germany","Female","39","6","101851.8","2","1","0","7103.71","0"
"C15678944","Anjali Verma","655","Germany","Female","32","6","130935.56","1","1","0","9241.83","1"
"C15718507","Meena Pandey","647","Germany","Male","37","3","116509.99","1","1","1","149517.71","1"
"C15808334","Pooja Iyer","776","Germany","Female","37","1","93124.04","2","1","1","196079.32","0"
"C15804709","Deepak Bajpai","688","Germany","Male","35","5","111578.18","1","0","0","166165.93","1"
"C15645835","Rahul Singh","605","France","Male","32","9","0.0","2","1","1","55724.24","0"
"C15738166","Meena Das","596","France","Female","39","10","86546.29","1","0","1","131768.98","0"
"C15675360","Rahul Bose","427","France","Male","33","8","0.0","1","1","1","13858.95","0"
"C15793042","Kavita Gupta","629","France","Male","39","2","129669.32","2","1","0","82774.07","0"
"C15630106","Meena Menon","496","Spain","Male","29","2","0.0","2","1","0","55389.59","0"
"C15810385","Priya Patel","717","Spain","Female","36","2","164557.95","1","0","1","82336.73","0"
"C15578211","Meena Singh","777","France","Male","23","6","0.0","2","1","1","163225.48","0"
"C15572792","Sunita Mishra","535","Spain","Male","35","8","118989.92","1","1","1","135536.72","0"
"C15620030","Priya Rao","744","France","Male","29","1","0.0","1","0","0","82422.97","0"
"C15783541","Neha Joshi","755","France","Male","31","5","0.0","2","0","1","194660.78","0"
"C15679284","Anjali Rao","593","Spain","Female","45","6","79259.75","1","1","0","55347.28","0"
"C15582910","Harish Bajpai","514","France","Male","38","4","112230.38","1","1","0","16717.11","1"
"C15688337","Harish Bajpai","721","France","Male","40","9","118129.87","1","1","1","160277.65","0"
"C15734970","Vikram Joshi","835","Spain","Male","38","7","86824.09","1","0","0","175905.97","0"
"C15759140","Amit Chopra","682","France","Female","64","10","128306.7","1","0","1","66040.83","0"
"C15643042","Harish Mishra","590","Germany","Female","40","2","117641.43","2","0","0","92198.05","0"
"C15773868","Rohit Reddy","653","Germany","Female","37","3","125734.2","2","1","0","134625.09","1"
"C15615820","Deepak Das","837","France","Male","49","8","103302.37","1","1","1","50974.57","0"
"C15730273","Harish Bose","841","France","Male","27","8","0.0","1","1","0","171922.72","0"
"C15724890","Rahul Singh","584","Spain","Male","36","4","82696.09","2","0","0","83058.14","0"
"C15765952","Rahul Singh","769","France","Male","29","4","145471.37","1","1","0","188382.77","0"
"C15685920","Anjali Verma","599","Spain","Male","34","2","101506.66","1","0","0","198030.24","0"
"C15663263","Pooja Mehta","698","France","Male","47","5","156265.31","2","0","0","1055.66","0"
"C15568953","Meena Kumar","477","France","Male","27","1","128554.98","1","1","1","133173.19","0"
"C15643361","Shiva Mishra","477","Germany","Male","34","8","139959.55","2","1","1","189875.83","0"
"C15699486","Nitin Nair","745","Spain","Male","34","7","132944.53","1","1","1","31802.92","0"
"C15747854","Vikram Joshi","749","France","Female","35","3","0.0","3","1","1","132649.85","0"
"C15691785","Ramesh Rao","850","France","Male","61","1","0.0","1","1","0","53067.83","1"
"C15709004","Anjali Gupta","528","Germany","Male","22","5","93547.23","2","0","1","961.57","0"
"C15652218","Ramesh Gupta","750","France","Male","33","2","152302.72","1","1","0","71333.44","0"
"C15697127","Nitin Rao","543","France","Female","31","2","147674.26","1","1","1","16658.76","0"
"C15658486","Anurag Gupta","579","Spain","Female","59","3","148021.12","1","1","1","74878.22","0"
"C15694160","Sanjay Bose","624","France","Male","37","0","0.0","2","0","0","112104.55","0"
"C15685290","Harish Reddy","595","Germany","Male","46","5","142360.62","2","1","0","48421.4","1"
"C15701042","Rohit Kumar","596","Germany","Female","27","2","151027.56","1","1","0","170320.58","0"
"C15680449","Sanjay Singh","431","Germany","Female","44","2","138843.7","1","1","0","37688.31","1"
"C15599860","Kavita Singh","647","Spain","Female","26","8","109958.15","1","1","1","136592.24","1"
"C15723169","Ramesh Joshi","640","France","Female","31","9","138857.59","1","1","0","48640.77","0"
"C15803842","Deepak Bajpai","752","Germany","Female","45","3","105426.5","2","0","1","89773.45","0"
"C15728224","Kavita Das","710","Germany","Female","41","9","149155.53","2","1","0","42131.26","1"
"C15644174","Nitin Menon","638","Germany","Male","27","4","135096.05","1","1","1","186523.72","1"
"C15707110","Kavita Bose","660","Germany","Male","28","2","170890.05","2","1","0","41758.9","0"
"C15765415","Neha Nair","609","Spain","Female","45","4","89122.3","1","1","1","199256.98","0"
"C15756751","Harish Patel","596","Spain","Female","54","0","78126.28","1","1","1","153482.91","1"
"C15795151","Deepak Thakur","705","France","Female","38","3","123894.43","1","1","0","21177.1","0"
"C15632859","Sunita Gupta","444","France","Male","36","7","0.0","2","0","1","138743.86","0"
"C15584037","Harish Chopra","727","Germany","Male","58","5","106913.43","1","1","0","25881.0","1"
"C15621409","Rohit Menon","496","France","Male","32","4","127845.83","1","1","0","66469.2","0"
"C15581102","Meena Chopra","554","France","Female","22","8","0.0","2","0","1","142670.61","0"
"C15578096","Rahul Menon","537","France","Male","26","7","106397.75","1","0","0","103563.23","0"
"C15669887","Maharaj Patel","839","France","Female","51","3","0.0","1","1","1","69101.23","1"
"C15621834","Priya Thakur","700","Spain","Female","43","0","0.0","2","1","0","59475.35","0"
"C15655341","Maharaj Gupta","458","Spain","Female","35","5","166492.48","1","1","0","135287.74","0"
"C15685314","Suresh Iyer","850","France","Female","28","2","0.0","2","1","1","38773.74","0"
"C15653997","Vikram Rao","699","Spain","Male","31","6","114493.68","1","0","0","138396.32","0"
"C15629551","Rohit Gupta","615","Germany","Female","44","9","126104.98","2","0","1","110718.02","0"
"C15651264","Rahul Mehta","850","Germany","Male","51","4","124425.99","1","0","0","118545.49","1"
"C15760825","Shiva Sharma","604","France","Female","40","1","0.0","2","1","0","123207.17","0"
"C15597394","Kavita Singh","668","Spain","Male","34","0","0.0","1","0","0","99984.86","0"
"C15740383","Nitin Rao","594","Spain","Female","38","10","0.0","2","1","0","58332.91","0"
"C15670562","Kavita Das","470","France","Male","30","3","101140.76","1","1","1","50906.65","0"
"C15698117","Nitin Thakur","701","Germany","Male","41","0","150844.94","1","0","1","127623.36","0"
"C15694805","Maharaj Singh","664","Spain","Male","35","1","115024.5","1","0","1","169665.79","0"
"C15746802","Deepak Bajpai","477","France","Female","30","6","131286.46","1","1","0","194144.45","0"
"C15589428","Sunita Mehta","756","France","Female","42","9","0.0","2","1","0","35673.42","0"
"C15790267","Vikram Bajpai","625","France","Female","40","7","141267.67","1","0","1","177397.49","0"
"C15665402","Pooja Mehta","703","Spain","Male","73","5","137761.55","1","1","1","159677.46","0"
"C15642093","Rahul Menon","646","France","Male","30","7","0.0","2","1","0","153566.97","0"
"C15666181","Deepak Mishra","650","France","Male","33","0","98064.97","1","1","0","52411.99","0"
"C15602554","Meena Iyer","664","France","Female","31","9","114519.57","2","0","1","79222.02","0"
"C15724251","Pooja Pandey","682","Germany","Female","29","6","101012.77","1","0","0","32589.89","1"
"C15740147","Harish Das","725","France","Female","44","10","0.0","1","0","1","93777.61","0"
"C15718289","Maharaj Reddy","553","Germany","Male","46","3","82291.1","1","1","0","112549.99","1"
"C15763148","Ramesh Singh","576","France","Male","39","9","84719.98","1","0","0","191063.36","0"
"C15685245","Suresh Pandey","608","Spain","Female","56","5","0.0","2","0","1","153810.41","0"
"C15626985","Amit Thakur","850","France","Female","39","0","104386.53","1","1","0","105886.77","0"
"C15585823","Maharaj Bajpai","627","France","Male","31","8","128131.73","1","1","0","96131.47","0"
"C15728167","Nitin Iyer","667","France","Male","44","2","122806.95","1","0","0","15120.86","0"
"C15762928","Vikram Bose","548","Spain","Male","44","8","0.0","1","1","0","16989.77","0"
"C15751774","Harish Thakur","774","France","Male","76","4","112510.89","1","1","1","143133.18","0"
"C15654733","Neha Bajpai","794","Germany","Male","57","3","117056.46","1","1","0","93336.93","1"
"C15809777","Priya Bose","497","Germany","Female","55","7","131778.66","1","1","1","9972.64","0"
"C15744200","Kavita Nair","587","France","Female","36","1","70784.27","1","1","0","30579.82","0"
"C15720713","Priya Patel","850","France","Female","29","10","0.0","2","1","1","199775.67","0"
"C15695356","Anurag Bose","722","France","Male","46","5","0.0","2","1","0","179908.71","0"
"C15653315","Maharaj Bajpai","555","Spain","Female","35","1","0.0","2","1","0","101667.0","0"
"C15604792","Suresh Menon","609","Germany","Male","38","6","140752.06","2","0","1","171430.16","0"
"C15704819","Suresh Rao","734","Spain","Female","39","6","92126.26","2","0","0","112973.34","0"
"C15670859","Shiva Menon","718","Germany","Female","39","7","93148.74","2","1","1","190746.38","0"
"C15602797","Anjali Sharma","645","Spain","Female","49","5","110132.55","3","0","1","187689.91","1"
"C15662533","Maharaj Verma","598","Spain","Female","23","6","0.0","2","1","0","153229.19","0"
"C15778154","Neha Thakur","628","Germany","Male","50","4","122227.71","1","0","1","14217.77","1"
"C15806230","Deepak Thakur","629","Germany","Male","40","2","121647.54","2","1","1","64849.74","1"
"C15662884","Harish Verma","739","Germany","Male","58","1","110597.76","1","0","1","160122.66","1"
"C15750778","Anjali Iyer","653","France","Female","60","2","120731.39","4","1","1","138160.11","1"
"C15717185","Sanjay Pandey","711","France","Male","28","8","0.0","2","1","1","64286.39","0"
"C15677804","Priya Joshi","783","Spain","Male","38","1","0.0","3","1","1","80178.54","1"
"C15568915","Ramesh Gupta","681","France","Male","38","6","153722.47","1","1","0","101319.76","0"
"C15736495","Anurag Verma","712","France","Male","34","8","114088.32","1","1","0","92794.61","0"
"C15737354","Vikram Das","554","France","Female","48","7","0.0","2","1","1","63708.07","0"
"C15667889","Shiva Thakur","611","France","Female","37","6","0.0","2","1","0","110782.88","0"
"C15577831","Anjali Das","560","Germany","Male","41","4","152532.3","1","0","0","10779.69","0"
"C15729836","Anjali Sharma","646","Spain","Male","32","1","0.0","2","1","0","183289.22","0"
"C15775293","Rohit Nair","680","France","Male","34","3","143292.95","1","1","0","66526.01","0"
"C15697597","Sunita Iyer","631","France","Male","26","1","149144.61","1","0","1","123697.95","0"
"C15639669","Shiva Mehta","746","France","Male","36","9","127157.04","1","1","1","155700.15","0"
"C15631392","Ramesh Reddy","654","Germany","Male","43","9","84673.17","2","0","1","82081.35","0"
"C15580935","Suresh Kumar","687","Germany","Male","33","9","135962.4","2","1","0","121747.96","0"
"C15590344","Harish Rao","708","Germany","Male","32","3","151691.44","2","1","1","172810.51","0"
"C15653306","Rohit Mishra","679","Germany","Female","32","0","88335.05","1","0","0","159584.81","0"
"C15805025","Sunita Kumar","636","France","Female","45","7","139859.23","1","1","1","108402.54","0"
"C15658449","Meena Mehta","695","France","Male","45","9","43134.65","1","0","1","77330.35","0"
"C15694450","Harish Verma","677","France","Male","42","5","99580.13","1","1","0","21007.96","0"
"C15605666","Kavita Chopra","720","France","Female","34","6","110717.38","1","1","1","9398.45","0"
"C15615126","Maharaj Verma","780","France","Female","37","3","0.0","2","0","0","182156.81","1"
"C15726588","Amit Thakur","653","Spain","Female","36","3","0.0","2","0","0","110525.6","0"
"C15645095","Amit Singh","674","France","Female","28","3","0.0","1","1","0","51536.99","0"
"C15808960","Kavita Nair","620","Germany","Male","40","5","108197.11","2","1","0","49722.34","0"
"C15729435","Rohit Mishra","623","France","Male","40","6","0.0","2","1","1","66119.07","0"
"C15656840","Sunita Patel","547","France","Female","29","6","104450.86","1","1","1","37160.28","0"
"C15659149","Priya Nair","530","France","Male","39","2","0.0","2","1","0","197923.05","0"
"C15585490","Vikram Verma","746","France","Female","34","4","0.0","1","0","1","65166.6","0"
"C15674929","Rohit Thakur","512","France","Female","31","7","0.0","2","0","0","49326.07","0"
"C15746341","Sanjay Das","630","France","Male","40","8","0.0","2","1","1","42495.81","0"
"C15662091","Vikram Mehta","570","Spain","Male","21","7","116099.82","1","1","1","148087.62","0"
"C15620123","Sunita Chopra","605","France","Male","39","6","111169.91","1","0","0","9641.4","0"
"C15616240","Shiva Das","530","Spain","Male","37","4","0.0","2","1","1","164844.37","0"
"C15624186","Ramesh Kumar","813","Germany","Female","25","5","123616.43","1","0","1","132959.33","0"
"C15605036","Priya Kumar","704","Spain","Female","37","9","155619.58","1","1","1","135088.58","0"
"C15805151","Anjali Bose","565","Germany","Male","31","2","89558.39","2","1","1","4441.54","0"
"C15753847","Sunita Iyer","645","Spain","Male","45","4","0.0","1","0","1","174916.85","1"
"C15653222","Anurag Gupta","526","Germany","Female","32","6","131938.92","2","1","1","1795.93","0"
"C15757541","Anjali Chopra","778","France","Female","33","9","151772.63","2","0","0","180249.94","1"
"C15726945","Pooja Pandey","677","France","Female","72","8","0.0","2","1","1","153604.44","0"
"C15794276","Sunita Mehta","588","France","Female","64","3","0.0","1","1","1","189703.65","0"
"C15568328","Anurag Joshi","488","France","Female","22","6","0.0","2","1","1","66393.89","0"
"C15604355","Deepak Patel","519","France","Male","39","1","97700.02","1","1","1","30709.03","0"
"C15735788","Deepak Reddy","709","France","Male","31","6","0.0","2","1","1","71009.84","0"
"C15618255","Meena Reddy","642","Germany","Female","56","6","103244.86","2","1","0","143049.72","1"
"C15720941","Ramesh Kumar","710","Germany","Male","34","8","147833.3","2","0","1","1561.58","0"
"C15769110","Pooja Mishra","653","France","Female","46","5","0.0","2","1","0","49707.85","0"
"C15576094","Nitin Kumar","743","France","Male","71","0","0.0","2","0","1","29837.65","0"
"C15756150","Deepak Singh","418","France","Female","39","2","0.0","2","0","0","9041.71","0"
"C15719579","Shiva Patel","670","Germany","Female","33","9","84521.48","2","0","1","198017.05","0"
"C15748854","Sunita Gupta","723","Germany","Female","28","5","91938.31","1","1","0","143481.85","0"
"C15612455","Vikram Iyer","549","Germany","Male","45","6","124240.93","1","1","1","146372.51","0"
"C15664802","Pooja Thakur","543","France","Female","42","5","0.0","2","0","0","101905.34","0"
"C15735687","Kavita Menon","595","Spain","Male","37","2","157084.99","1","1","0","134767.13","0"
"C15664734","Amit Patel","673","Germany","Female","25","3","108244.82","2","1","1","103573.96","0"
"C15767894","Anurag Rao","741","France","Female","21","9","0.0","2","0","1","139259.54","0"
"C15666884","Amit Sharma","508","Germany","Female","41","5","82161.7","2","1","0","187776.49","0"
"C15750156","Neha Reddy","662","Germany","Male","59","2","104568.41","1","1","0","8059.44","1"
"C15751120","Ramesh Singh","752","France","Female","36","2","119912.46","1","1","0","124354.92","0"
"C15575748","Amit Sharma","809","France","Male","36","9","68881.59","2","0","1","109135.11","0"
"C15714610","Meena Joshi","575","Spain","Male","30","2","0.0","2","1","1","82222.86","0"
"C15720305","Priya Iyer","591","Spain","Female","40","1","86376.29","1","0","1","136767.16","1"
"C15678129","Anjali Bajpai","643","Spain","Female","45","9","150840.03","2","1","0","155516.35","0"
"C15566633","Rohit Menon","698","Germany","Male","55","8","155059.1","2","1","1","144584.29","0"
"C15680436","Priya Menon","496","France","Female","29","4","0.0","2","1","0","164806.89","0"
"C15674343","Deepak Pandey","597","France","Male","44","8","78128.13","2","0","1","109153.04","0"
"C15658890","Rahul Kumar","603","Germany","Male","46","4","98899.76","2","1","1","86190.34","0"
"C15599004","Rahul Patel","655","Spain","Male","37","1","0.0","1","1","1","106040.97","0"
"C15726487","Nitin Thakur","431","France","Male","63","6","160982.89","1","1","1","168008.17","0"
"C15698716","Rahul Chopra","620","France","Female","70","3","87926.24","2","1","0","33350.26","1"
"C15710527","Anurag Mishra","782","France","Female","35","4","0.0","1","1","1","119565.34","0"
"C15655590","Anjali Patel","581","Spain","Male","46","2","79385.21","2","0","0","188492.82","0"
"C15732266","Rohit Mehta","553","Germany","Male","53","5","127997.83","1","1","0","165378.66","1"
"C15669326","Shiva Bose","658","France","Male","44","2","168396.34","1","1","1","14178.73","0"
"C15672246","Pooja Chopra","686","Germany","Male","43","2","134896.03","1","1","1","97847.05","0"
"C15620276","Anjali Das","539","Spain","Male","36","6","0.0","3","1","1","118959.64","0"
"C15640258","Shiva Menon","685","France","Female","50","6","94238.75","2","1","1","50664.07","1"
"C15740283","Nitin Das","850","France","Male","29","1","0.0","2","0","0","152996.89","0"
"C15759717","Meena Bose","763","Spain","Female","39","7","0.0","2","1","0","19458.75","0"
"C15620268","Maharaj Verma","634","Germany","Male","43","3","212696.32","1","1","0","115268.86","0"
"C15743871","Pooja Singh","567","France","Male","59","3","0.0","2","1","0","25843.7","1"
"C15614491","Sanjay Joshi","539","France","Male","39","3","139153.68","2","1","0","147662.33","0"
"C15595047","Amit Gupta","764","France","Male","41","7","0.0","2","0","0","134878.34","0"
"C15732334","Ramesh Bajpai","653","France","Female","40","0","0.0","2","1","0","35795.85","0"
"C15701206","Kavita Menon","566","Spain","Male","44","5","0.0","2","1","0","66462.79","0"
"C15581280","Deepak Reddy","714","Germany","Male","29","6","92887.13","1","1","1","69578.49","0"
"C15651943","Suresh Patel","580","Spain","Female","65","1","0.0","2","0","1","103182.46","0"
"C15609545","Meena Menon","548","France","Male","29","5","83442.98","1","0","1","177017.39","0"
"C15658548","Maharaj Kumar","646","Germany","Female","36","6","144773.29","2","1","0","53217.3","0"
"C15626008","Sunita Kumar","622","Germany","Female","52","9","111973.97","1","1","1","162756.29","1"
"C15774133","Shiva Mehta","706","France","Female","35","8","178032.53","1","0","1","42181.68","0"
"C15763798","Neha Sharma","680","France","Male","23","5","140007.19","1","0","1","31714.08","0"
"C15758013","Vikram Chopra","698","France","Male","37","5","98400.61","2","0","0","25017.28","0"
"C15705765","Amit Bose","581","Spain","Female","46","1","0.0","2","1","0","104272.04","0"
"C15648362","Ramesh Reddy","728","Germany","Male","45","3","108924.33","2","1","0","84300.4","1"
"C15761102","Pooja Joshi","707","Spain","Female","32","4","132835.56","1","0","0","136877.24","0"
"C15610165","Anjali Verma","761","France","Female","26","1","0.0","2","1","1","199409.19","0"
"C15723717","Amit Mehta","483","Germany","Male","41","1","118334.44","1","0","0","163147.99","1"
"C15654611","Pooja Mishra","736","Germany","Female","25","9","81732.88","2","1","0","136497.28","0"
"C15659736","Maharaj Mehta","716","Germany","Male","66","5","121411.9","1","0","0","10070.4","1"
"C15603170","Amit Bajpai","654","France","Male","32","9","121455.65","1","1","0","190068.53","1"
"C15786167","Neha Patel","649","Spain","Male","20","5","0.0","2","1","1","58309.54","0"
"C15671915","Maharaj Verma","649","France","Male","46","5","0.0","2","1","1","76946.6","0"
"C15794792","Vikram Verma","612","France","Female","31","8","117989.76","1","1","1","54129.86","0"
"C15652789","Deepak Mehta","657","Spain","Male","40","10","0.0","2","1","1","52990.7","0"
"C15739168","Kavita Chopra","511","France","Female","31","5","137411.29","1","0","1","161854.98","0"
"C15719950","Suresh Bajpai","682","France","Male","61","10","73688.2","1","1","1","172141.33","0"
"C15743818","Rohit Joshi","748","Spain","Male","58","9","122330.7","2","0","1","124429.19","0"
"C15717937","Anurag Pandey","554","Germany","Male","43","5","99906.89","1","0","0","24983.39","0"
"C15602841","Priya Sharma","794","Spain","Female","28","5","0.0","2","0","1","86699.98","0"
"C15619972","Priya Sharma","807","France","Female","47","9","167664.83","1","0","0","125440.11","1"
"C15796114","Vikram Mehta","594","France","Female","34","7","141525.55","1","0","0","9443.15","0"
"C15633546","Suresh Nair","652","Spain","Female","33","3","124832.51","1","1","0","195877.06","0"
"C15758755","Anjali Pandey","729","France","Female","34","9","132121.71","1","0","1","105409.31","0"
"C15695168","Neha Mishra","625","France","Male","39","2","0.0","2","1","0","100403.05","0"
"C15754342","Anjali Menon","597","Germany","Female","60","0","78539.84","1","0","1","48502.88","0"
"C15756610","Harish Iyer","657","Germany","Female","38","5","123770.46","1","0","0","47019.66","1"
"C15640917","Rohit Menon","633","France","Male","43","5","0.0","2","1","1","48249.88","0"
"C15663164","Deepak Gupta","663","Germany","Male","49","7","116150.65","3","1","1","84358.71","1"
"C15616811","Shiva Mishra","535","France","Male","47","0","160729.1","1","0","1","145986.35","0"
"C15610781","Rahul Kumar","702","France","Female","29","10","88378.6","1","1","0","88550.28","0"
"C15600911","Vikram Patel","712","France","Male","33","2","182888.08","1","1","0","3061.0","0"
"C15629603","Maharaj Iyer","607","France","Male","31","8","0.0","2","1","1","43196.5","0"
"C15714981","Ramesh Verma","476","France","Male","37","4","0.0","1","1","1","55775.84","1"
"C15775892","Meena Joshi","748","Spain","Female","23","8","85600.08","1","0","0","134077.71","0"
"C15782778","Suresh Nair","815","France","Male","35","4","0.0","2","0","1","198490.33","0"
"C15786643","Rahul Iyer","602","France","Male","32","10","0.0","2","1","1","116052.92","0"
"C15595657","Vikram Bose","649","Germany","Male","40","4","95001.33","1","0","1","123202.99","0"
"C15743673","Nitin Kumar","551","Spain","Male","27","2","113873.22","1","1","1","85129.77","1"
"C15634310","Sunita Gupta","509","France","Male","30","6","0.0","2","1","0","180598.86","0"
"C15790809","Harish Kumar","685","Spain","Male","40","7","74896.92","1","1","0","198694.2","0"
"C15668695","Deepak Rao","536","France","Female","22","5","89492.62","1","0","0","42934.43","0"
"C15669281","Deepak Bose","711","Spain","Male","38","3","128718.78","1","0","0","114793.45","0"
"C15621031","Kavita Patel","761","Spain","Male","27","8","0.0","2","1","0","63297.7","0"
"C15720071","Vikram Mehta","535","France","Female","49","3","0.0","1","0","0","61820.41","1"
"C15792180","Nitin Pandey","566","Germany","Male","22","7","144954.75","2","1","0","102246.0","0"
"C15813894","Nitin Mishra","620","Spain","Male","21","9","0.0","2","0","0","154882.79","0"
"C15669490","Harish Menon","837","Germany","Male","37","6","94001.61","2","1","0","140723.05","0"
"C15783030","Anurag Kumar","685","France","Female","40","7","0.0","1","1","0","72852.74","1"
"C15695792","Vikram Singh","673","France","Male","65","0","0.0","1","1","1","85733.33","0"
"C15575676","Maharaj Thakur","638","France","Male","24","1","0.0","2","0","1","162597.15","0"
"C15627665","Maharaj Bose","614","France","Male","46","4","0.0","1","1","0","74379.57","1"
"C15814092","Nitin Das","626","France","Female","44","2","0.0","1","0","1","173117.22","1"
"C15695225","Rohit Gupta","834","Spain","Male","38","8","0.0","2","1","1","66485.26","0"
"C15615091","Priya Das","691","France","Male","24","6","0.0","2","1","1","92811.2","0"
"C15794345","Neha Verma","706","Spain","Male","38","8","0.0","2","0","1","46635.11","0"
"C15726484","Ramesh Kumar","633","France","Male","37","7","141546.35","1","1","1","124830.11","0"
"C15650442","Sunita Thakur","644","Germany","Female","32","8","141528.88","1","1","1","167087.34","1"
"C15714256","Deepak Mishra","666","France","Male","30","7","109805.3","1","0","1","163625.56","0"
"C15778752","Sanjay Nair","708","France","Male","32","10","86614.06","2","1","1","172129.26","0"
"C15601659","Rahul Patel","496","Germany","Female","59","7","91680.1","2","1","0","163141.18","1"
"C15602811","Nitin Bose","730","Germany","Male","38","0","38848.19","2","0","0","94003.11","0"
"C15779414","Rohit Joshi","696","Spain","Male","40","3","153639.11","1","1","1","138351.68","0"
"C15763097","Maharaj Reddy","809","Spain","Male","80","8","0.0","2","0","1","34164.05","0"
"C15633666","Sanjay Das","701","Spain","Female","33","7","123870.07","1","1","0","97794.71","0"
"C15718789","Shiva Nair","604","France","Male","30","5","0.0","2","1","0","75786.55","0"
"C15690620","Harish Mishra","665","France","Male","39","10","46323.57","1","1","0","136812.02","0"
"C15737071","Vikram Nair","639","France","Female","60","5","162039.78","1","1","1","84361.72","1"
"C15665062","Neha Sharma","696","France","Male","19","1","110928.51","1","1","1","2766.63","0"
"C15600692","Rohit Kumar","520","France","Male","38","5","0.0","2","1","0","163185.76","0"
"C15792064","Meena Mehta","545","Germany","Male","53","5","114421.55","1","1","0","180598.28","1"
"C15811486","Neha Joshi","634","Germany","Female","29","8","130036.21","2","0","1","69849.55","0"
"C15626141","Priya Kumar","750","France","Female","26","1","151510.17","2","1","1","19921.72","0"
"C15738546","Anurag Thakur","530","Spain","Female","41","4","0.0","2","0","1","147606.71","0"
"C15677052","Ramesh Iyer","589","France","Female","59","2","0.0","2","1","1","126160.24","1"
"C15656454","Vikram Bose","654","France","Male","37","6","83568.55","1","1","0","47046.72","0"
"C15645496","Rohit Sharma","648","France","Female","43","7","139972.18","1","1","0","143668.58","0"
"C15612505","Pooja Pandey","835","Spain","Male","45","3","100212.13","1","1","0","152577.62","0"
"C15708513","Harish Thakur","446","France","Female","39","1","90217.07","1","1","0","191350.48","0"
"C15685654","Shiva Thakur","514","Spain","Male","66","9","0.0","2","1","1","14234.31","0"
"C15732307","Anjali Mehta","694","Germany","Male","33","4","124067.32","1","1","1","77906.87","0"
"C15726814","Harish Pandey","554","Spain","Male","46","4","0.0","2","0","1","57320.92","0"
"C15653776","Nitin Bajpai","720","Germany","Female","57","1","162082.31","4","0","0","27145.73","1"
"C15597914","Nitin Das","641","Germany","Female","51","2","117306.69","4","1","1","26912.72","1"
"C15631603","Suresh Patel","813","France","Male","32","1","122889.88","1","1","1","26476.18","0"
"C15789753","Sanjay Thakur","480","France","Male","40","6","148790.61","1","0","1","79329.7","0"
"C15678034","Pooja Sharma","811","France","Male","46","9","180226.24","1","1","0","13464.64","1"
"C15690209","Meena Gupta","715","Germany","Female","32","3","104857.19","2","1","0","114149.8","0"
"C15592091","Sanjay Joshi","620","Spain","Male","31","2","166833.86","2","1","1","135171.6","0"
"C15647453","Sunita Iyer","721","France","Male","42","4","102936.72","1","0","0","1187.88","0"
"C15697100","Vikram Verma","772","Germany","Female","48","6","108736.52","1","1","0","184564.67","1"
"C15811290","Nitin Mishra","680","Germany","Male","44","0","129974.79","2","1","1","33391.38","0"
"C15629187","Anjali Mishra","535","France","Male","38","8","85982.07","1","1","0","9238.35","0"
"C15758073","Sanjay Reddy","655","France","Female","20","7","134397.61","1","0","0","28029.54","0"
"C15640769","Suresh Bose","660","France","Male","63","8","137841.53","1","1","1","42790.29","0"
"C15606641","Ramesh Thakur","762","Germany","Male","56","10","100260.88","3","1","1","77142.42","1"
"C15718280","Sanjay Bajpai","662","Germany","Male","39","5","139822.11","2","1","1","146219.9","0"
"C15764335","Maharaj Pandey","463","Germany","Female","41","8","123151.51","2","1","0","70127.93","0"
"C15634218","Rahul Verma","501","Germany","Male","27","4","95331.83","2","1","0","132104.76","0"
"C15808760","Rahul Mehta","603","Spain","Female","42","6","0.0","1","1","1","90437.87","0"
"C15648461","Shiva Mehta","688","Spain","Male","37","7","138162.41","2","1","1","113926.31","0"
"C15593555","Sunita Verma","430","France","Male","38","9","0.0","2","1","1","12050.77","0"
"C15569079","Anurag Menon","632","Germany","Male","48","6","126066.26","1","1","0","64345.61","1"
"C15800736","Harish Das","601","Spain","Female","42","4","96763.89","1","1","1","199242.65","0"
"C15792607","Sanjay Singh","769","France","Female","38","2","0.0","2","0","0","75578.67","0"
"C15640034","Deepak Reddy","551","France","Male","42","2","139561.46","1","1","0","43435.43","1"
"C15807563","Meena Gupta","841","France","Female","52","5","0.0","1","0","0","183239.71","1"
"C15684461","Anurag Reddy","469","Spain","Female","31","6","0.0","1","1","0","146213.75","1"
"C15580134","Priya Mishra","479","Spain","Male","27","2","172463.45","1","1","1","40315.27","0"
"C15679075","Sanjay Rao","701","France","Male","37","8","107798.85","1","1","0","16966.73","0"
"C15742504","Sunita Gupta","593","France","Male","36","2","70181.48","2","1","0","80608.12","0"
